date,message,retweets
2019-05-18 20:45:37,$SPX top what top?  A model from this new series. https://t.co/qLYl56MkVP',0
2019-05-18 20:44:01,Long Term Chart: Wilshire 5000 (Full Cap) Total Market Price Index vs. US GDP\n(US Total Market Capitalization vs. U\xe2\x80\xa6 https://t.co/hoKE6fqLk5',0
2019-05-18 20:43:53,2 year historical backtest result on $SPY \n\nClearly a long centric strategy \n$SPY $SPX $DIA $QQQ $IWM #crudeoil\xe2\x80\xa6 https://t.co/tKwAmqJ2xW',0
2019-05-18 20:43:36,$TLT $TNX $SPX $SPY $QQQ $VIX $NDX $IWM $XLF $XLI $XLV $XRT Flash back to 2018 and why #Gundlach remains one of the\xe2\x80\xa6 https://t.co/ONWOYOj5FB',5
2019-05-18 20:43:26,S&amp;P 500 Market Breadth: Percent of Stocks Above 200 Day Moving Average\n\n#MarketBreadth $SPX $SPY $ES #ES_F #SP500\xe2\x80\xa6 https://t.co/40heWzNDsH',0
2019-05-18 20:43:25,S&amp;P 500 Market Breadth: Percent of Stocks Above 50 Day Moving Average\n\n#MarketBreadth $SPX $SPY $ES #ES_F #SP500\xe2\x80\xa6 https://t.co/kSTA7omvG,0
2019-05-18 20:38:37,"$SPX The Index ended the cycle from lows at 5.13.2019 in 3 waves, now need to stay below 2892 peak, still can do 7\xe2\x80\xa6 https://t.co/R6LSlsZzZ4'",0
2019-05-18 20:38:34,A not so pretty bearish engulfing candlestick pattern on #MonthlyChart! Would also signal lower highers. Longs bett\xe2\x80\xa6 https://t.co/4pOfID8Os4',0
2019-05-18 20:33:21,Are Stock Bears Finally Going To Have Their Day In The Sun? $SPY $SPX https://t.co/qeWlC3zLSF',0
2019-05-18 20:33:09,imo looks like is that a drop early next week finishes  B down which will by the looks of things be a trap and sets\xe2\x80\xa6 https://t.co/Y3vPDZ2cYS',3
2019-05-18 20:31:55,@GHancockSinger @Sam_Slatcher - such a joy to play alongside you both tonight! A real honour... I loved being part\xe2\x80\xa6 https://t.co/MlcrIfRLZe',0
2019-05-18 20:27:06,Check out 2018/19  UPPER DECK SPX  NICK BJUGSTAD  SUPER SCRIPTS AUTO SS-NB   https://t.co/UCfRmpN6Cp via @eBay',0
2019-05-18 20:26:59,"b""Reviewing ABB Ltd $SPXC's results https://t.co/w3QtgZBtEZ""",0
2019-05-18 20:25:57,What a way to Celebrate!\n\nCheck out this pull!!\n\nSpx McDavid Autograph!!\n\nNumbered to 25!!! https://t.co/D8T8tilbu1',2
2019-05-18 20:22:42,"24 more follows and I\xe2\x80\x99m at 7,777 if we wait till Monday and get it then, we gonna get a 1000% Spx trade for sure.'",0
2019-05-18 20:21:41,Some comedy to enjoy your weekend. \xf0\x9f\xa4\xaa\n\n$SPY $SPX $VIX $TVIX https://t.co/auUvjNHnkm',0
2019-05-18 20:18:18,"$SPX $ES_F $SPY Weekly Charts\xe2\x80\xa6  E-Mini, Gold, Crude, Dollar, DAX, VIX, A/D, Vol, Candles.  https://t.co/4fdCq7kiBq https://t.co/BB9ersbdEJ'",0
2019-05-18 20:07:48,Does the $VIX on May 18 help you figure out the direction or magnitude of the annual return for $SPX?\n\nOf course no\xe2\x80\xa6 https://t.co/JavjMsTTlO',2
2019-05-18 20:05:10,"@timothysykes @SPX_KING @TicTocTick local hotspot on a mountain top... makes no logical sense, you are so FAKE FAKE FAKE @AntonKreil agreed?'",0
2019-05-18 20:02:51,@elonmusk @flcnhvy Dank meme for you....!\n\nBy @SpX_memes https://t.co/KHhOL42c4M',3
2019-05-18 20:02:22,7. S&amp;P500 growth vs value broke out to a new all time high... took a while.  h/t @nick66g  $SPX $SPYV $SPYG https://t.co/erAi3XdAeG',34
2019-05-18 20:00:45,$SPX EPS estimate for Q2 has declined by 6.1% over the past 12 months and by 1.9% since March 31.\xe2\x80\xa6 https://t.co/LJ2uKXGl4i',10
2019-05-18 20:00:28,"Can you recommend anyone for this job? Skilled Technician - https://t.co/mcxPWxAq86 #mechanic #Delavan, WI'",0
2019-05-18 20:00:03,Do you think your guru service is deleting tweets? DM me. #BotsDoingGodsWork \n\n$GOLD #XAUUSD $GLD $GDX $GDXJ #GC_F\xe2\x80\xa6 https://t.co/6xoh2ox56,1
2019-05-18 19:58:12,"The question of the week, ... Is #SPX going lower than 2800 points and DrForecast higher than 1000 followers?'",0
2019-05-18 19:57:38,"$SPLV, Low Volatility $SPX closed at ATH this week but this is not uncommon and has occurred before previous tops.\xe2\x80\xa6 https://t.co/T2g1DF6PEa'",3
2019-05-18 19:56:47,"b""$SPY We've been here before. Moving averages all bundled up, All time highs followed by a sell off. This time thoug\xe2\x80\xa6 https://t.co/I24qsScVLN""",1
2019-05-18 19:55:49,need a duo partner ASAP add my epic SE SPX',0
2019-05-18 19:52:16,"@colleenaf @etcillustration I\xe2\x80\x99ll see you at Book Con most likely. If SDCC, we will drink it up. Gonna try to hit SP\xe2\x80\xa6 https://t.co/QFmrPnqs6O'",0
2019-05-18 19:49:02,"5. Big jump in bears on the week, would be nice if it were higher tho (not convinced this is over ST).   h/t\xe2\x80\xa6 https://t.co/TcwDbSPEES'",8
2019-05-18 19:47:04,"With a new job, you can expand your skills and grow your career in a variety of ways. District Sales Manager -\xe2\x80\xa6 https://t.co/OUfbMqGCph'",0
2019-05-18 19:46:17,"Just be aware, when the SPX trades on ""tweets"" and not reality, cracks become sinkholes. Every time I\'ve heard ""eve\xe2\x80\xa6 https://t.co/SYxhqlobrW'",0
2019-05-18 19:43:30,@Callum_Thomas MSCI World ex-USA (Yellow) and SPX https://t.co/r92rTGRa7,0
2019-05-18 19:39:13,"b""Nvidia CEO doesn't expect #China to block $7 billion takeover of Mellanox, despite trade tensions $SPX $SPY $SMH\xe2\x80\xa6 https://t.co/uETJDokcQa""",1
2019-05-18 19:38:57,"4. Also, more specifically, should we be worried about EM Cyclicals vs Defensives?   https://t.co/rzkb96L3J1   $SPX\xe2\x80\xa6 https://t.co/v95cdvjWx4'",14
2019-05-18 19:36:46,3. Should we be worried about EM Equities?  $SPX $EEM https://t.co/4Mg9xizWPd',36
2019-05-18 19:33:30,1. Fiddy-fail.  $SPX $SPY https://t.co/ND2UVA9BSU',4
2019-05-18 19:31:27,@SPX_KING @TicTocTick use a local hotspot',0
2019-05-18 19:30:42,@jimmyaquino @etcillustration I\xe2\x80\x99m secretly hoping to make it to SDCC if I can get the time away from work. I\xe2\x80\x99ll be\xe2\x80\xa6 https://t.co/A2XR6j7nJj',0
2019-05-18 19:30:21,Time for The Weekly S&amp;P500 #ChartStorm\n\n$SPX $SPY $ES_F $VIX $STUDY',1
2019-05-18 19:28:48,@timothysykes @TicTocTick How do you get WiFi up there?',0
2019-05-18 19:27:17,"@elonmusk TSLA 185 please, thanks Elon you da Best'",0
2019-05-18 19:16:35,Qualifying at the track #themonthofMay https://t.co/6rdFPq4tgk',0
2019-05-18 19:15:50,Crowd psychology says this \xe2\x80\x98fool\xe2\x80\x99s rally\xe2\x80\x99 in stocks could fool bears https://t.co/lVcGOsqpim\n#SP500 #SPX #SPY #ES_F',2
2019-05-18 19:15:20,$SPX companies after earnings reported.\n\n  Total Buyback Estimate   :  $626.63B\n  Total New Share Estimate :  $356.87B',12
2019-05-18 19:15:00,Elliott Wave Theory: Is Elliott\xe2\x80\x99s Theory enough to forecast and trade? https://t.co/9TUFecreFa #Elliottwave $SPX https://t.co/Mz1goHxTPU',0
2019-05-18 19:15:00,Elliott Wave Theory: Is Elliott\xe2\x80\x99s Theory enough to forecast and trade? https://t.co/u5HvGHFjKn #Elliottwave $SPX https://t.co/5DdDgYVxtR',0
2019-05-18 19:14:08,A shout out to @TicTocTick  and @paxtrader777 - who as far as i can see share real time trades with entries and lev\xe2\x80\xa6 https://t.co/TCJXddm00F',0
2019-05-18 19:00:30,$SPX high OI range is 2600.00 to 3100.00 for option expiration 06/21/2019 #maxpain #options https://t.co/Ij3dXnZUSY https://t.co/NFFqtuJxfj',0
2019-05-18 18:55:24,\xe2\x96\xb6\xef\xb8\x8e OPEC Considers Two Scenarios to Adjust Oil Production https://t.co/jzlvojhITE $SPX $SPY $ES_F $IWM $VIX #tradetalks',0
2019-05-18 18:51:47,"May 17 week, S&amp;P 500 $SPX %-of-stocks above 50-DMA @ 48.6%; %-of-stocks above 200-DMA @ 60.0%; 1st drop below 50% s\xe2\x80\xa6 https://t.co/n1dkjwQOhp'",0
2019-05-18 18:49:37,"b""$SPX $SPY If these idiots don't close quickly their puts the outcome will be another powerful rally to ATHs https://t.co/8HPWbiJrYr""",0
2019-05-18 18:44:47,"May 17 week, S&amp;P 1500 Index, %-of-stocks w/ bull signal (50-DMA / 200-DMA) @ 59.6%, a 1/2% decrease fm last wk; on\xe2\x80\xa6 https://t.co/0FuDnnKIkS'",0
2019-05-18 18:40:13,YOU ARE INVITED (for free) to join us EVERY Trading day\n\nTrade Ideas Trading Room is an excellent way for you to le\xe2\x80\xa6 https://t.co/sBeZGnFhRe',1
2019-05-18 18:39:53,Something I am looking at is using the difference of 2 MA\xe2\x80\x99s.  For example you have your fast ma cross of a 3/8 and\xe2\x80\xa6 https://t.co/GkwISyruUL',0
2019-05-18 18:39:04,"15minute Supply x Demand zones plotted, leaning for an upmove for Monday.\n\n$SPX $SPY https://t.co/1xNocgvQG6'",0
2019-05-18 18:35:15,"b""$SPX MAGAF ratio....but probably this implies a downward market so it won't happen https://t.co/5f2mzDiJDA""",0
2019-05-18 18:32:54,When Do Market Catalysts Matter? $SPY $SPX https://t.co/UeIofAK3u9',0
2019-05-18 18:27:46,"May 17 week, equity indices %-chg, S&amp;P 500 $SPX -0.7%, Russell 2000 $RUT -2.3%, Nasdaq 100 $NDX -1.1%, emerging mkt\xe2\x80\xa6 https://t.co/XKD6JDpTTw'",0
2019-05-18 18:27:02,$es_f - bad weather in Dallas area / Tornado watch.... \nwinds\nRain\n..\n#Es_f #spx  #trading #futures #cme #mes_f',0
2019-05-18 18:26:56,Market Thoughts: I count 6 six D-Days on the $SPX now so that is definitely elevated but volume was down on the wee\xe2\x80\xa6 https://t.co/yltKEpk6Ns',0
2019-05-18 18:24:16,"$SPY ""A Tentative Stock Market Bounce. But There\'s Blood in the Alleyways.  https://t.co/ap9vUZjNAF $IWM $GLD $TLT\xe2\x80\xa6 https://t.co/WEP3r1XEzk'",0
2019-05-18 18:23:58,"Made this call a few months ago. Close to calling the top, expecting a move down in the next 2 weeks to $264 on SPY\xe2\x80\xa6 https://t.co/EeLphlpvE8'",0
2019-05-18 18:18:52,$SPX $SPY $RUT $IWM $QQQ https://t.co/yppHK2W0Sy',1
2019-05-18 18:16:03,Watch this and be bold facing the market next week\n$SPY $DIA $QQQ $IWM $SMH $XLF $SPX https://t.co/3rXtRa0qJz',1
2019-05-18 18:13:22,@MoWo91 @SpX_memes @elonmusk @RationalEtienne @RenataKonkoly @JaneidyEve @sara_boutall @NuovaRealta I got dibs on Saturn',0
2019-05-18 18:12:22,"Want to land a job like ""Design Engineer II"" at SPX Flow? Applicant tracking systems look for specific keywords. Us\xe2\x80\xa6 https://t.co/hUQ7PsYYq2'",0
2019-05-18 18:08:37,Memorial Day is coming up in the US and you probably want to know how $SPX has done the week before and after this\xe2\x80\xa6 https://t.co/QUweuZMrCY',9
2019-05-18 18:04:03,$SPX $AAPL $CSCO $QCOM $HON:\n\nWhy it\xe2\x80\x99s too soon to worry about a full-blown trade war:\n\nhttps://t.co/9D12uaAchY',0
2019-05-18 17:52:43,"""The stock market is filled with individuals who know the price of everything, but the value of nothing."" --Phillip\xe2\x80\xa6 https://t.co/98hpsCjpf",0
2019-05-18 17:46:58,Updated 2019 $SPX Daily Returns in Weekly Calendar format https://t.co/q32iVWiR3S',3
2019-05-18 17:46:37,"@TicTocTick It appears to me this 2940ish area in the S&amp;P was a major double top, of course if we break that resist\xe2\x80\xa6 https://t.co/yEDBeQ1CSX'",0
2019-05-18 17:45:59,"@galaxyspeaking When I tabled at SPX last year, people were more than happy to pay with PayPal. The fees are about\xe2\x80\xa6 https://t.co/IynKVY56NU'",0
2019-05-18 17:44:32,"b""Check out 2014-15 Upper Deck SPx Die Cut Insert 97's Stephen Curry P2 And Extra Card. https://t.co/YYvEWt91Qu \xe2\x81\xa6@ebay_promoter\xe2\x81\xa9""",0
2019-05-18 17:44:27,"b""Check out 2014-15 Upper Deck SPx Die Cut Insert 97's Stephen Curry P2 And Extra Card. https://t.co/YYvEWt91Qu \xe2\x81\xa6@eBay\xe2\x81\xa9""",0
2019-05-18 17:39:37,Available on #iPad #kindle and #Android \nhttps://t.co/UqeeJkJ2iP\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $TSLA $VIX\xe2\x80\xa6 https://t.co/htLBnQTwbv',1
2019-05-18 17:37:02,S&amp;P 500 replays 1965-1968 - #SPX TradingView https://t.co/TUDqqRjzP2',0
2019-05-18 17:36:45,@nntaleb My likely is spx with a payment of 18 x if some event happens before 180 days! I like these spreads.',0
2019-05-18 17:34:17,"$ES_F - Free Daily Newsletter posted for /ES\nWeekend Edition, A lot of stuff!\n\nIf RTH open &gt;= 2866 area: 2871/2875/\xe2\x80\xa6 https://t.co/Ur071ysN7i'",0
2019-05-18 17:33:28,"Start here. How far you go is up to you. Join the team today! Now hiring: Service Technician in #Burlington, ON\xe2\x80\xa6 https://t.co/hz0BfitR8J'",0
2019-05-18 17:31:31,Liquidity added to Federal Reserve Bank of Minneapolis. \n#FederalReserve #monetarypolicy #MMT $SPX $SPY $QQQ $es_f\xe2\x80\xa6 https://t.co/4SKykp4arN',0
2019-05-18 17:28:49,"b""(Subscribers) Monday's Forecasts are posted at: https://t.co/qYgauSCmM1\n\nStart the day with an EDGE - our forecasts: https://t.co/Do15fCEedV""",0
2019-05-18 17:26:43,$SPX $SPY #StockMarket #stockstowatch #stocks The Market Map Forecast and Trade Ideas report will be published for\xe2\x80\xa6 https://t.co/kD4L9upnKT',0
2019-05-18 17:21:48,"A group of superrich investors, spooked by China and potential \xe2\x80\x98black swans,\xe2\x80\x99 raises cash to levels not seen in yea\xe2\x80\xa6 https://t.co/1nINEdJKT5'",0
2019-05-18 17:19:34,The Small and Micro Screen also trailed the -0.8 percent SPX return this week by -2.2 percent.',0
2019-05-18 17:13:23,$SPX SQ9 And 1/1 Angles https://t.co/XBQ7mJrQd5',0
2019-05-18 17:11:10,This is troubling as SOX leads the economy and SPX. https://t.co/G2T6lVPZue',3
2019-05-18 17:09:38,The Rise of ETFs May Distort the Stock Market \n\nVanguard holds more than a 5% stake in 99.8% S&amp;P 500 stocks\xe2\x80\xa6 https://t.co/bsMWYGi1FF',0
2019-05-18 17:08:26,"b""So the Morgan Stanley suggested 'Calls on $SPX' strategy failed.""",0
2019-05-18 17:07:53,"@SpX_memes tells us that @elonmusk came to do three things:\nHe came to have our sinister past forgiven, we get a pu\xe2\x80\xa6 https://t.co/yjliPiSzZE'",1
2019-05-18 17:02:37,"@DreamerSnob1 Historically, Michigan Sentiment peaks about 7 months before SPX.'",0
2019-05-18 16:59:11,"In such backdrop, if we indeed go to $SPX 3000 per my dope, who\xe2\x80\x99s accountable for many blown retail account &amp; margi\xe2\x80\xa6 https://t.co/Rrwv0I43aX'",1
2019-05-18 16:55:49,"President @realDonaldTrump explicitly tweeted he wants to sink the market $SPX\n\nYet, no fucks were given this week\xe2\x80\xa6 https://t.co/GzX7WiooDj'",1
2019-05-18 16:51:13,@MoMoBagholder Spx will gap down 10 percent on the open and close flat for the week.',0
2019-05-18 16:46:44,so I got these pins at SPX 2018 and I just found them again the other day and they are Perfect for my name tag !!!! https://t.co/edZhkPMLVg',0
2019-05-18 16:43:32,"b""Looks like we're at the #Disbelief stage --- this is a sucker's rally. \n\nI'm LONG-TERM $BTC \xf0\x9f\x9a\x80\n\n$usdu $uup $cyb\xe2\x80\xa6 https://t.co/vOhheN4AQI""",0
2019-05-18 16:42:30,@fundstrat Seems pretty bullish... [full moon sighted]... BEARISH!  Definitely bearish.  $SPX $SPY',0
2019-05-18 16:39:00,"For those asking for a screenshot of what the alerts look like, here is one from the end of day yesterday. PM me if\xe2\x80\xa6 https://t.co/xF3BAhZGnQ'",1
2019-05-18 16:38:53,Check out 2008 SPx Super Scripts Chris Long St. Louis Rams Auto Rookie Football Card https://t.co/n2xS9WWKrj \xe2\x81\xa6@ebay_promoter\xe2\x81\xa9',0
2019-05-18 16:38:47,Check out 2008 SPx Super Scripts Chris Long St. Louis Rams Auto Rookie Football Card https://t.co/n2xS9WWKrj \xe2\x81\xa6@eBay\xe2\x81\xa9',0
2019-05-18 16:38:05,$GLD testing descending wedge breakout.\n\n$SPX $SPY $VIX $USO $GLD $SLV $TLT $BTC $RIO $EGO $FCX $QQQ $VXX https://t.co/buhXBG7mhD',1
2019-05-18 16:36:02,"S&amp;P 500 | $SPX | $SPX500 $USD\n\nSPX 500 Index, Daily Chart Analysis May 18\n\nLong or short it on WCX:\xe2\x80\xa6 https://t.co/hceWvLofJ8'",0
2019-05-18 16:33:39,Keep in mind that this is a strong resistance zone weekly #audusd long-term and that now  the correlation between\xe2\x80\xa6 https://t.co/V1loF7Y4rn',0
2019-05-18 16:31:39,$SPX and $QQQ possible bearish head &amp; shoulder setting up.  \n\n$SPY $SPX $VIX $IWM $AAPL $BIDU $BABA $GLD $AMZN $FB\xe2\x80\xa6 https://t.co/2bC3SF6pr3',5
2019-05-18 16:30:45,Newly arrived.  Pro Form 290 SPX spin bike. Just 189.99. #qualityused #playitagainsports. https://t.co/6cTVxsUxba',0
2019-05-18 16:29:07,Confirmed: #Millennial men live with their #parents more than other #generations https://t.co/BwekRLUNIn $usdu $uup\xe2\x80\xa6 https://t.co/gNmzDxylOr',0
2019-05-18 16:26:10,"To answer some messages, yes we trade primarily CL but we also trade ES and NQ\n\n#CL #CL_F #UWT #DWT #USO #OOTT #ERL\xe2\x80\xa6 https://t.co/3X8kTdb2Kg'",0
2019-05-18 16:25:08,"Upstream E&amp;P as a percent of SPX, back at 2002 levels, or when oil prices were $25/bbl. When is the climate change\xe2\x80\xa6 https://t.co/0F16aDaxQa'",0
2019-05-18 16:21:34,Investors Party Like It\xe2\x80\x99s 1999: Stock Market Top or Breakout? https://t.co/4KXjswcX3g via @seeitmarket $SPX $NYA',12
2019-05-18 16:20:08,The SPX and TSX have made three failed attempts at breaking  through their old highs. Read more here:\xe2\x80\xa6 https://t.co/5WW0q4mY4K',1
2019-05-18 16:19:48,"Sandra Rolnicki: uses natural language processing to pick bank stocks, outperform banking index. Bad news often fol\xe2\x80\xa6 https://t.co/QhMnDlKiFS'",2
2019-05-18 16:14:22,Here are the ideas we recapped this week.  $SPY $SPX SP500 https://t.co/wzZGqQPX91',0
2019-05-18 16:10:50,"b""From Editor of Chin'a state-owned paper.....\n\n$QCOM $AAPL $AMZN $GOOGL $MSFT $SBUX $DIS $BABA $NVDA $XLNX $SPX $QQQ https://t.co/VXq2LxzsNA""",0
2019-05-18 16:04:17,$SPX open interest for maturity 06/21/2019. High put=2600.00 High call=3100.00 #maxpain #options\xe2\x80\xa6 https://t.co/yk6RGjrdqt',0
2019-05-18 16:02:17,Weekend update @ https://t.co/opiWSPFw2M\n\nUS equity indexes: $SPX $COMPQ $INDU $NYA $RUT $TRAN\n--\nHave a good weeke\xe2\x80\xa6 https://t.co/tejWyhGszZ',0
2019-05-18 16:01:56,$SPX change continues to outpace equal weighted index change. https://t.co/xEiIfXmEez',0
2019-05-18 16:01:28,"If the trend holds, equity markets could be headed towards a sustained period of higher volatility. $VIX $SPX https://t.co/bXgXswtKHt'",5
2019-05-18 15:58:42,"b""It's time $SPX https://t.co/zEIPfIRYY1""",3
2019-05-18 15:54:01,S&amp;P 500 | $SPX | $SPX500 $USD\n\nPossible SPX Bottom -2700 Area - Late May 2019\n\nLong or short it on WCX:\xe2\x80\xa6 https://t.co/rUeqxnezeW',0
2019-05-18 15:51:36,#Economic and #Earnings calendar for the week.\n\n$ES_F $NQ_F $YM_F $RTY_F $CL_F $SPY $SPX $DOW $QQQ $TLT $JCP $HD\xe2\x80\xa6 https://t.co/YMd4k4SToZ',0
2019-05-18 15:48:14,@DaddyBearForex Just #WTI preventing further loses in #SPX...strong #DXY means heading lower',0
2019-05-18 15:46:16,Some buying from insider trades filed for $SPX execs this week. https://t.co/OUInMicHJR',5
2019-05-18 15:45:55,S&amp;P 500 $SPX companies reported $1.1 trillion in earnings in 2018 but spent $1.26 trillion on share buybacks &amp; divi\xe2\x80\xa6 https://t.co/x4IcoQnUIw',0
2019-05-18 15:42:08,Will S&amp;P 500 Peak At Historic Kiss of Resistance? - https://t.co/VwbUceOdwi  blog by @KimbleCharting  $SPY $SPX',8
2019-05-18 15:42:02,"$DJIA $SPX $COMP $NVDA $DE $WMT:\n\nMarket Snapshot: What\xe2\x80\x99s the main driver for the stock market: trade, earnings or\xe2\x80\xa6\xe2\x80\xa6 https://t.co/JwYroY31iY'",0
2019-05-18 15:37:58,$SPX I see something in the model and will share next week and it is not bullish.',0
2019-05-18 15:34:30,6th Grade Softball in Tourney Play today with a WIN over IC. Advancing to championship game tomorrow. Great job lad\xe2\x80\xa6 https://t.co/DizyqsTfzT',1
2019-05-18 15:30:33,@BullsAndBourbon I hear ya.  Cant wait for the day I can say the same.  I havent made the jump yet but hopefully so\xe2\x80\xa6 https://t.co/UVlEwcnbsQ',0
2019-05-18 15:28:18,@fundstrat Mid 2012 and mid 2016 (Brexit) held near rising 40-week MA and 38.2% retracements - SPX 2772 to 2722.',0
2019-05-18 15:26:12,$SPX - ABC Down Targets Volume Support CONFLUENCE at 272X. I think the early part of next week could be pretty rough.',1
2019-05-18 15:21:10,Geopolitical risk continues to rise in the Middle East but risk assets seems to be not pricing in its negative effe\xe2\x80\xa6 https://t.co/HaJLelfVN2',0
2019-05-18 15:20:06,"Just did this Overlay of SPX, NIKKEI, USDJPY and WTI...I love doing these in MT4. Interesting to see the divergence\xe2\x80\xa6 https://t.co/jzPbIay5M9'",0
2019-05-18 15:19:36,I know people love buy and hold and human ingenuity making wealth creation continuous. But how do we know whether o\xe2\x80\xa6 https://t.co/YAMH1saYqG',7
2019-05-18 15:19:29,"b""If you're looking for work in #BatonRouge, LA, check out this Lead Machinist https://t.co/irmGaga4S9 #Manufacturing""",0
2019-05-18 15:18:43,"After a couple of days of fireworks in the #SPX, we are still in the lower part of the Bollinger band, and below th\xe2\x80\xa6 https://t.co/vSlessHIo5'",0
2019-05-18 15:15:29,"Wanna know who\xe2\x80\x99s truly empathetic? \n\nMe \n\nI post every day in real time and for free, ideas worth 20-30 points\n\nI d\xe2\x80\xa6 https://t.co/lWCwXfynTu'",5
2019-05-18 15:13:40,More #TraderKnowledge in my #ebooks:\nhttps://t.co/tFN5GUvNnP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/s3y8jiAQC3',1
2019-05-18 15:13:01,"Left for Dead, #Bitcoin Went on a Tear and Sparked a New Mania https://t.co/fYL9ku0mHq $usdu $uup $cyb $yinn $yang\xe2\x80\xa6 https://t.co/RKkqiGiSRe'",0
2019-05-18 15:06:46,Have a great weekend! Big week next for $SPX.Bulls are playing their hand by breaking its downtrend channel from 29\xe2\x80\xa6 https://t.co/adOBx499Pi',25
2019-05-18 15:06:40,$SPX $SPY $QQQ $DIA $IWM Wall Street Breakfast: What Moved Markets This Week https://t.co/msHKLhgaJP',0
2019-05-18 15:06:08,"Start here. How far you go is up to you. Join the team today! Now hiring: Aftermarket Sales Manager, Valves in\xe2\x80\xa6 https://t.co/f7o9jbFFb6'",0
2019-05-18 15:06:00,"b""#ES_F -Free- First set of Weekly Trade Zones...Get the Rest of our Weekly Trade Zones, Open Gaps and Naked VPOC's f\xe2\x80\xa6 https://t.co/t8RToKt6fd""",0
2019-05-18 15:05:12,Attn Members: The #ES_F Weekly Trade Zones have been updated in the members section of the website for this weeks t\xe2\x80\xa6 https://t.co/H3EQkCXYTV',0
2019-05-18 15:00:13,"b""Video: Here's what you need to know when it comes to dealing with Trader's Remorse\n\n$MAR $SPX $SPY $QQQ https://t.co/3u5beoTuEX""",14
2019-05-18 15:00:08,Front 6 months Open Interest (OI) for E-Mini S&amp;P500 Options for anyone interested this Saturday:\xe2\x80\xa6 https://t.co/jdrq4JBJbP',1
2019-05-18 15:00:04,@GioSaccatar @HubesFono $SPX: First support 2790/2800. Keep in mind ES Futures has dayranges up to 67 points per day lately.',0
2019-05-18 14:55:56,More #TraderKnowledge in my #ebooks:\nhttps://t.co/rWXaZYjnOo\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/kMIRFSauVN',1
2019-05-18 14:51:49,Can you recommend anyone for this job? Multi-Skilled Technician - https://t.co/3dGEQC9Wcw #mechanic',0
2019-05-18 14:47:14,$BABA $BIDU both down big on Friday. From here they will go with the market.  I will look for the entry point next\xe2\x80\xa6 https://t.co/qmaDve3Qsd',0
2019-05-18 14:44:17,"Unscientific analysis: I went back over daily candles for the last 20 years, looking at candles like we saw Friday\xe2\x80\xa6 https://t.co/y5sK06RxIk'",6
2019-05-18 14:43:07,$SPX $SPY $ES_F $VIX $UVXY $NDX $DJIA $SMH $FB $AAPL $NFLX $TSLA $WFC $JPM $RUT $TNX $IWM $GOOGL $SNAP $TGT $QQQ\xe2\x80\xa6 https://t.co/lTQdW5Ezb2',0
2019-05-18 14:35:06,The markets tend to perform pretty well in the 6 months following a new all-time high. $SPX https://t.co/V4lKvbPOLC',0
2019-05-18 14:35:02,"b""Didn't take much for the stocks over the 200dma to drop below 50%. $SPX $NDX $RUT https://t.co/aDzx86AyeR""",2
2019-05-18 14:34:11,"@mcm_ct In 2014, after 3 day bounce spx tagged previous low for a double bottom attempt. It failed and turned out to be a dead cat bounce.'",0
2019-05-18 14:32:06,"Saying you ""can\'t time the market"" is like saying you can\'t slow down while driving into a storm. You can\'t time th\xe2\x80\xa6 https://t.co/LVYR7FIOX0'",8
2019-05-18 14:18:39,Corelation of Stock rising with falling yield has reversed now with risk assets now would fall with every bid in US\xe2\x80\xa6 https://t.co/V69V5mH6dK',0
2019-05-18 14:17:45,More #TraderKnowledge in my #ebooks:\nhttps://t.co/UqeeJkJ2iP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/vVbRJMA5Ql',1
2019-05-18 14:14:52,YTD Performance: S&amp;P 14.07%|DOW 10.44%|Nasdaq 17.80%|Russell 13.88%|US Dollar 2.18%|Gold -.44%|Bitcoin 88.60%| Oil\xe2\x80\xa6 https://t.co/3m1odGtETu',1
2019-05-18 14:11:04,$CTST $MJ $DJIA $SPX:\n\nCannabis Watch: CannTrust shares soar after surprise profit as CEO says production goals are\xe2\x80\xa6 https://t.co/A3xcoc9a63',0
2019-05-18 14:09:54,Perfect bounce opportunity on $SLV 13.5 calls over the weekend. $Silver oversold on 2 hr and 1 day so this is a sho\xe2\x80\xa6 https://t.co/St2SaxBylg',0
2019-05-18 14:09:30,More #TraderKnowledge in my #ebooks:\nhttps://t.co/UqeeJkJ2iP\n\n$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA\xe2\x80\xa6 https://t.co/USZLryPtth',1
2019-05-18 14:05:54,$SPX $SPY some work to do here at the 50 after that support bounce https://t.co/OhIIt4jyHB',3
2019-05-18 14:04:03,$SPX $AAPL $CSCO $QCOM $HON:\n\nFive key trade risks\xe2\x80\x94and why investors shouldn\xe2\x80\x99t get too worried about them yet:\n\nhttps://t.co/7qQj058wqR',0
